province_id,assigned_tag,status,confidence,authority_type,source_url,source_note,reviewer,review_date
427,KHO,approved,source_explicit,state_or_polity,,Promoted from the imported 1444.1.1 owner event for the 1444-11-11 scenario.,Codex data migration,2026-07-10
428,QOM,approved,source_explicit,state_or_polity,,Promoted from the imported 1442.1.1 owner event for the 1444-11-11 scenario.,Codex data migration,2026-07-10
429,QOM,approved,source_explicit,state_or_polity,,Promoted from the imported 1442.1.1 owner event for the 1444-11-11 scenario.,Codex data migration,2026-07-10
437,TRS,approved,source_explicit,state_or_polity,,Promoted from the imported 1409.5.13 owner event for the 1444-11-11 scenario.,Codex data migration,2026-07-10
438,TRS,approved,source_explicit,state_or_polity,,Promoted from the imported 1409.5.13 owner event for the 1444-11-11 scenario.,Codex data migration,2026-07-10
441,TRS,approved,source_explicit,state_or_polity,,Promoted from the imported 1409.5.13 owner event for the 1444-11-11 scenario.,Codex data migration,2026-07-10
442,TRS,approved,source_explicit,state_or_polity,,Promoted from the imported 1409.5.13 owner event for the 1444-11-11 scenario.,Codex data migration,2026-07-10
444,TRS,approved,source_explicit,state_or_polity,,Promoted from the imported 1409.5.13 owner event for the 1444-11-11 scenario.,Codex data migration,2026-07-10
445,TRS,approved,source_explicit,state_or_polity,,Promoted from the imported 1409.5.13 owner event for the 1444-11-11 scenario.,Codex data migration,2026-07-10
453,TRS,approved,source_explicit,state_or_polity,,Promoted from the imported 1409.5.13 owner event for the 1444-11-11 scenario.,Codex data migration,2026-07-10
454,TRS,approved,source_explicit,state_or_polity,,Promoted from the imported 1409.5.13 owner event for the 1444-11-11 scenario.,Codex data migration,2026-07-10
457,TRS,approved,source_explicit,state_or_polity,,Promoted from the imported 1409.5.13 owner event for the 1444-11-11 scenario.,Codex data migration,2026-07-10
458,TRS,approved,source_explicit,state_or_polity,,Promoted from the imported 1409.5.13 owner event for the 1444-11-11 scenario.,Codex data migration,2026-07-10
480,OIR,approved,source_explicit,state_or_polity,,Promoted from the imported 1444.1.1 owner event for the 1444-11-11 scenario.,Codex data migration,2026-07-10
481,,excluded,high,uninhabited_land,https://www.openhistoricalmap.org/,Bermuda was uninhabited in 1444. Retained as non-country land pending a dedicated uninhabited-island terrain layer.,Codex cultural-homeland pass,2026-07-10
482,ARW,approved,medium,cultural_territorial_authority,https://dia.upenn.edu/en/maps/CNT0118/,"1444 gameplay territorialization based on imported culture and nearest encoded arawak authority capital (Arawak, province 743). Smithsonian-derived South American ethnographic mapping used as a regional cross-check; exact province borders remain approximate. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
483,CAB,approved,medium,cultural_territorial_authority,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,"1444 gameplay territorialization based on imported culture and nearest encoded carib authority capital (Carib, province 2805). Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
484,ARW,approved,medium,cultural_territorial_authority,https://dia.upenn.edu/en/maps/CNT0118/,"1444 gameplay territorialization based on imported culture and nearest encoded arawak authority capital (Arawak, province 743). Smithsonian-derived South American ethnographic mapping used as a regional cross-check; exact province borders remain approximate. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
485,ARW,approved,medium,cultural_territorial_authority,https://dia.upenn.edu/en/maps/CNT0118/,"1444 gameplay territorialization based on imported culture and nearest encoded arawak authority capital (Arawak, province 743). Smithsonian-derived South American ethnographic mapping used as a regional cross-check; exact province borders remain approximate. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
486,ARW,approved,medium,cultural_territorial_authority,https://dia.upenn.edu/en/maps/CNT0118/,"1444 gameplay territorialization based on imported culture and nearest encoded arawak authority capital (Arawak, province 743). Smithsonian-derived South American ethnographic mapping used as a regional cross-check; exact province borders remain approximate. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
487,ARW,approved,medium,cultural_territorial_authority,https://dia.upenn.edu/en/maps/CNT0118/,"1444 gameplay territorialization based on imported culture and nearest encoded arawak authority capital (Arawak, province 743). Smithsonian-derived South American ethnographic mapping used as a regional cross-check; exact province borders remain approximate. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
488,ARW,approved,medium,cultural_territorial_authority,https://dia.upenn.edu/en/maps/CNT0118/,"1444 gameplay territorialization based on imported culture and nearest encoded arawak authority capital (Arawak, province 743). Smithsonian-derived South American ethnographic mapping used as a regional cross-check; exact province borders remain approximate. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
489,ARW,approved,medium,cultural_territorial_authority,https://dia.upenn.edu/en/maps/CNT0118/,"1444 gameplay territorialization based on imported culture and nearest encoded arawak authority capital (Arawak, province 743). Smithsonian-derived South American ethnographic mapping used as a regional cross-check; exact province borders remain approximate. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
490,ARW,approved,medium,cultural_territorial_authority,https://dia.upenn.edu/en/maps/CNT0118/,"1444 gameplay territorialization based on imported culture and nearest encoded arawak authority capital (Arawak, province 743). Smithsonian-derived South American ethnographic mapping used as a regional cross-check; exact province borders remain approximate. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
491,ARW,approved,medium,cultural_territorial_authority,https://dia.upenn.edu/en/maps/CNT0118/,"1444 gameplay territorialization based on imported culture and nearest encoded arawak authority capital (Arawak, province 743). Smithsonian-derived South American ethnographic mapping used as a regional cross-check; exact province borders remain approximate. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
492,ARW,approved,medium,cultural_territorial_authority,https://dia.upenn.edu/en/maps/CNT0118/,"1444 gameplay territorialization based on imported culture and nearest encoded arawak authority capital (Arawak, province 743). Smithsonian-derived South American ethnographic mapping used as a regional cross-check; exact province borders remain approximate. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
493,ARW,approved,medium,cultural_territorial_authority,https://dia.upenn.edu/en/maps/CNT0118/,"1444 gameplay territorialization based on imported culture and nearest encoded arawak authority capital (Arawak, province 743). Smithsonian-derived South American ethnographic mapping used as a regional cross-check; exact province borders remain approximate. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
494,ARW,approved,medium,cultural_territorial_authority,https://dia.upenn.edu/en/maps/CNT0118/,"1444 gameplay territorialization based on imported culture and nearest encoded arawak authority capital (Arawak, province 743). Smithsonian-derived South American ethnographic mapping used as a regional cross-check; exact province borders remain approximate. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
495,CAB,approved,medium,cultural_territorial_authority,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,"1444 gameplay territorialization based on imported culture and nearest encoded carib authority capital (Carib, province 2805). Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
496,CAB,approved,medium,cultural_territorial_authority,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,"1444 gameplay territorialization based on imported culture and nearest encoded carib authority capital (Carib, province 2805). Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
497,CAB,approved,medium,cultural_territorial_authority,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,"1444 gameplay territorialization based on imported culture and nearest encoded carib authority capital (Carib, province 2805). Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
498,CAB,approved,medium,cultural_territorial_authority,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,"1444 gameplay territorialization based on imported culture and nearest encoded carib authority capital (Carib, province 2805). Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
499,CAB,approved,medium,cultural_territorial_authority,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,"1444 gameplay territorialization based on imported culture and nearest encoded carib authority capital (Carib, province 2805). Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
500,ARW,approved,medium,cultural_territorial_authority,https://dia.upenn.edu/en/maps/CNT0118/,"1444 gameplay territorialization based on imported culture and nearest encoded arawak authority capital (Arawak, province 743). Smithsonian-derived South American ethnographic mapping used as a regional cross-check; exact province borders remain approximate. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
501,CAB,approved,medium,cultural_territorial_authority,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,"1444 gameplay territorialization based on imported culture and nearest encoded carib authority capital (Carib, province 2805). Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
502,CAB,approved,medium,cultural_territorial_authority,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,"1444 gameplay territorialization based on imported culture and nearest encoded carib authority capital (Carib, province 2805). Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
514,MER,approved,source_explicit,state_or_polity,,Promoted from the imported 1438.1.1 owner event for the 1444-11-11 scenario.,Codex data migration,2026-07-10
524,JNP,approved,source_explicit,state_or_polity,,Promoted from the imported 1437.1.1 owner event for the 1444-11-11 scenario.,Codex data migration,2026-07-10
529,GUJ,approved,source_explicit,state_or_polity,,Promoted from the imported 1432.1.1 owner event for the 1444-11-11 scenario.,Codex data migration,2026-07-10
530,VIJ,approved,source_explicit,state_or_polity,,Promoted from the imported 1380.1.1 owner event for the 1444-11-11 scenario.,Codex data migration,2026-07-10
532,BAH,approved,source_explicit,state_or_polity,,Promoted from the imported 1378.1.1 owner event for the 1444-11-11 scenario.,Codex data migration,2026-07-10
536,VIJ,approved,source_explicit,state_or_polity,,Promoted from the imported 1378.1.1 owner event for the 1444-11-11 scenario.,Codex data migration,2026-07-10
542,BAH,approved,source_explicit,state_or_polity,,Promoted from the imported 1365.1.1 owner event for the 1444-11-11 scenario.,Codex data migration,2026-07-10
574,OGE,approved,medium,cultural_territorial_authority,https://seshat-db.com/core/cliopatria/,1444 gameplay territorialization based on imported culture and manual correction of an over-broad imported culture label. Seshat Cliopatria used as a global polity cross-check; the assignment is primarily based on imported culture and capital evidence. This is not a claim of a sharply bounded centralized state.,Codex cultural-homeland pass,2026-07-10
617,ATJ,approved,source_explicit,state_or_polity,,Promoted from the imported 1444.1.1 owner event for the 1444-11-11 scenario.,Codex data migration,2026-07-10
621,PLB,approved,medium,cultural_territorial_authority,https://seshat-db.com/core/cliopatria/,"1444 gameplay territorialization based on imported culture and nearest encoded sumatran authority capital (Palembang, province 622). Seshat Cliopatria used as a global polity cross-check; the assignment is primarily based on imported culture and capital evidence. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
622,PLB,approved,source_explicit,state_or_polity,,Promoted from the imported 1444.1.1 owner event for the 1444-11-11 scenario.,Codex data migration,2026-07-10
623,PLB,approved,source_explicit,state_or_polity,,Promoted from the imported 1444.1.1 owner event for the 1444-11-11 scenario.,Codex data migration,2026-07-10
632,LST,approved,medium,cultural_territorial_authority,https://seshat-db.com/core/cliopatria/,"1444 gameplay territorialization based on imported culture and nearest encoded nusa_tenggara authority capital (Lesser Sunda Polities, province 632). Seshat Cliopatria used as a global polity cross-check; the assignment is primarily based on imported culture and capital evidence. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
633,LST,approved,medium,cultural_territorial_authority,https://seshat-db.com/core/cliopatria/,"1444 gameplay territorialization based on imported culture and nearest encoded nusa_tenggara authority capital (Lesser Sunda Polities, province 632). Seshat Cliopatria used as a global polity cross-check; the assignment is primarily based on imported culture and capital evidence. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
634,LST,approved,medium,cultural_territorial_authority,https://seshat-db.com/core/cliopatria/,"1444 gameplay territorialization based on imported culture and nearest encoded nusa_tenggara authority capital (Lesser Sunda Polities, province 632). Seshat Cliopatria used as a global polity cross-check; the assignment is primarily based on imported culture and capital evidence. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
635,LST,approved,medium,cultural_territorial_authority,https://seshat-db.com/core/cliopatria/,"1444 gameplay territorialization based on imported culture and nearest encoded nusa_tenggara authority capital (Lesser Sunda Polities, province 632). Seshat Cliopatria used as a global polity cross-check; the assignment is primarily based on imported culture and capital evidence. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
639,BNJ,approved,source_explicit,state_or_polity,,Promoted from the imported 1444.1.1 owner event for the 1444-11-11 scenario.,Codex data migration,2026-07-10
640,SMB,approved,source_explicit,state_or_polity,,Promoted from the imported 1441.1.1 owner event for the 1444-11-11 scenario.,Codex data migration,2026-07-10
643,LUW,approved,medium,cultural_territorial_authority,https://seshat-db.com/core/cliopatria/,"1444 gameplay territorialization based on imported culture and nearest encoded sulawesi authority capital (Luwu, province 2715). Seshat Cliopatria used as a global polity cross-check; the assignment is primarily based on imported culture and capital evidence. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
644,LUW,approved,medium,cultural_territorial_authority,https://seshat-db.com/core/cliopatria/,"1444 gameplay territorialization based on imported culture and nearest encoded sulawesi authority capital (Luwu, province 2715). Seshat Cliopatria used as a global polity cross-check; the assignment is primarily based on imported culture and capital evidence. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
645,TID,approved,medium,cultural_territorial_authority,https://seshat-db.com/core/cliopatria/,"1444 gameplay territorialization based on imported culture and nearest encoded moluccan authority capital (Tidore, province 650). Seshat Cliopatria used as a global polity cross-check; the assignment is primarily based on imported culture and capital evidence. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
646,TID,approved,medium,cultural_territorial_authority,https://seshat-db.com/core/cliopatria/,"1444 gameplay territorialization based on imported culture and nearest encoded moluccan authority capital (Tidore, province 650). Seshat Cliopatria used as a global polity cross-check; the assignment is primarily based on imported culture and capital evidence. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
647,TID,approved,medium,cultural_territorial_authority,https://seshat-db.com/core/cliopatria/,"1444 gameplay territorialization based on imported culture and nearest encoded moluccan authority capital (Tidore, province 650). Seshat Cliopatria used as a global polity cross-check; the assignment is primarily based on imported culture and capital evidence. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
648,TER,approved,medium,cultural_territorial_authority,https://seshat-db.com/core/cliopatria/,"1444 gameplay territorialization based on imported culture and nearest encoded moluccan authority capital (Ternate, province 649). Seshat Cliopatria used as a global polity cross-check; the assignment is primarily based on imported culture and capital evidence. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
651,SUL,approved,source_explicit,state_or_polity,,Promoted from the imported 1405.1.1 owner event for the 1444-11-11 scenario.,Codex data migration,2026-07-10
654,CEB,approved,medium,cultural_territorial_authority,https://seshat-db.com/core/cliopatria/,"1444 gameplay territorialization based on imported culture and nearest encoded filipino authority capital (Cebu, province 4352). Seshat Cliopatria used as a global polity cross-check; the assignment is primarily based on imported culture and capital evidence. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
657,PGS,approved,medium,cultural_territorial_authority,https://seshat-db.com/core/cliopatria/,"1444 gameplay territorialization based on imported culture and nearest encoded filipino authority capital (Pangasinan, province 2698). Seshat Cliopatria used as a global polity cross-check; the assignment is primarily based on imported culture and capital evidence. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
658,PGS,approved,medium,cultural_territorial_authority,https://seshat-db.com/core/cliopatria/,"1444 gameplay territorialization based on imported culture and nearest encoded filipino authority capital (Pangasinan, province 2698). Seshat Cliopatria used as a global polity cross-check; the assignment is primarily based on imported culture and capital evidence. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
738,FMC,approved,medium,cultural_territorial_authority,https://seshat-db.com/core/cliopatria/,1444 gameplay territorialization based on imported culture and manual correction of an over-broad imported culture label. Seshat Cliopatria used as a global polity cross-check; the assignment is primarily based on imported culture and capital evidence. This is not a claim of a sharply bounded centralized state.,Codex cultural-homeland pass,2026-07-10
741,CAB,approved,medium,cultural_territorial_authority,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,"1444 gameplay territorialization based on imported culture and nearest encoded carib authority capital (Carib, province 2805). Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
742,CAB,approved,medium,cultural_territorial_authority,https://guides.loc.gov/native-american-spaces/cartographic-resources/indian-sites,"1444 gameplay territorialization based on imported culture and nearest encoded carib authority capital (Carib, province 2805). Library of Congress cartographic guide used as a regional cross-check; exact province borders remain a gameplay abstraction. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
744,ARW,approved,medium,cultural_territorial_authority,https://dia.upenn.edu/en/maps/CNT0118/,"1444 gameplay territorialization based on imported culture and nearest encoded guajiro authority capital (Arawak, province 743). Smithsonian-derived South American ethnographic mapping used as a regional cross-check; exact province borders remain approximate. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
745,ARW,approved,medium,cultural_territorial_authority,https://dia.upenn.edu/en/maps/CNT0118/,"1444 gameplay territorialization based on imported culture and nearest encoded guajiro authority capital (Arawak, province 743). Smithsonian-derived South American ethnographic mapping used as a regional cross-check; exact province borders remain approximate. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
746,ARW,approved,medium,cultural_territorial_authority,https://dia.upenn.edu/en/maps/CNT0118/,"1444 gameplay territorialization based on imported culture and nearest encoded guajiro authority capital (Arawak, province 743). Smithsonian-derived South American ethnographic mapping used as a regional cross-check; exact province borders remain approximate. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
747,ARW,approved,medium,cultural_territorial_authority,https://dia.upenn.edu/en/maps/CNT0118/,"1444 gameplay territorialization based on imported culture and nearest encoded guajiro authority capital (Arawak, province 743). Smithsonian-derived South American ethnographic mapping used as a regional cross-check; exact province borders remain approximate. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
749,TUA,approved,medium,cultural_territorial_authority,https://dia.upenn.edu/en/maps/CNT0118/,"1444 gameplay territorialization based on imported culture and nearest encoded ge authority capital (Tapuia, province 761). Smithsonian-derived South American ethnographic mapping used as a regional cross-check; exact province borders remain approximate. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
750,TUA,approved,medium,cultural_territorial_authority,https://dia.upenn.edu/en/maps/CNT0118/,"1444 gameplay territorialization based on imported culture and nearest encoded ge authority capital (Tapuia, province 761). Smithsonian-derived South American ethnographic mapping used as a regional cross-check; exact province borders remain approximate. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
752,TUA,approved,medium,cultural_territorial_authority,https://dia.upenn.edu/en/maps/CNT0118/,"1444 gameplay territorialization based on imported culture and nearest encoded ge authority capital (Tapuia, province 761). Smithsonian-derived South American ethnographic mapping used as a regional cross-check; exact province borders remain approximate. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
753,PTG,approved,medium,cultural_territorial_authority,https://dia.upenn.edu/en/maps/CNT0118/,"1444 gameplay territorialization based on imported culture and nearest encoded tupinamba authority capital (Potiguara, province 751). Smithsonian-derived South American ethnographic mapping used as a regional cross-check; exact province borders remain approximate. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
754,PTG,approved,medium,cultural_territorial_authority,https://dia.upenn.edu/en/maps/CNT0118/,"1444 gameplay territorialization based on imported culture and nearest encoded tupinamba authority capital (Potiguara, province 751). Smithsonian-derived South American ethnographic mapping used as a regional cross-check; exact province borders remain approximate. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
755,PTG,approved,medium,cultural_territorial_authority,https://dia.upenn.edu/en/maps/CNT0118/,"1444 gameplay territorialization based on imported culture and nearest encoded tupinamba authority capital (Potiguara, province 751). Smithsonian-derived South American ethnographic mapping used as a regional cross-check; exact province borders remain approximate. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
756,TPQ,approved,medium,cultural_territorial_authority,https://dia.upenn.edu/en/maps/CNT0118/,"1444 gameplay territorialization based on imported culture and nearest encoded tupinamba authority capital (Tupiniquim, province 757). Smithsonian-derived South American ethnographic mapping used as a regional cross-check; exact province borders remain approximate. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
758,TUA,approved,medium,cultural_territorial_authority,https://dia.upenn.edu/en/maps/CNT0118/,"1444 gameplay territorialization based on imported culture and nearest encoded ge authority capital (Tapuia, province 761). Smithsonian-derived South American ethnographic mapping used as a regional cross-check; exact province borders remain approximate. This is not a claim of a sharply bounded centralized state.",Codex cultural-homeland pass,2026-07-10
