province_id,province_name,pixel_count,centroid_x,centroid_y,longitude,latitude,mean_red,mean_green,mean_blue,luma_80_ratio,luma_100_ratio,luma_120_ratio
159,Silistria,430,3242.426,652.393,27.25732,44.47578,16.000,141.470,207.740,0.972093,0.930233,0.000000
160,Oltenia,475,3178.025,642.446,23.14082,44.98431,16.000,145.114,207.166,1.000000,1.000000,0.000000
161,Wallachia,471,3199.180,628.614,24.49307,45.68408,16.000,143.170,211.227,1.000000,1.000000,0.000000
162,Carpathia,805,3146.358,553.671,21.11662,49.32530,16.000,130.911,210.691,1.000000,1.000000,0.000000
163,Crete,250,3193.160,811.552,24.10824,35.73582,15.760,180.252,209.972,1.000000,0.976000,0.888000
164,Naxos,104,3194.471,774.413,24.19205,37.87549,15.779,151.231,208.106,0.990385,0.923077,0.548077
165,Bern,120,2921.833,586.750,6.76491,47.74925,16.000,118.617,217.083,1.000000,0.000000,0.000000
166,Schwyz,135,2938.444,593.511,7.82670,47.42106,16.000,122.489,215.741,1.000000,0.533333,0.000000
167,Caux,321,2820.798,540.209,0.30666,49.95268,15.533,104.629,205.969,0.987539,0.000000,0.000000
168,Normandie,417,2803.067,550.074,-0.82667,49.49370,15.988,112.050,208.156,0.997602,0.000000,0.000000
169,Armor,186,2769.022,561.790,-3.00289,48.94299,16.000,113.672,205.651,0.930108,0.000000,0.000000
170,Finistère,389,2746.391,562.928,-4.44946,48.88918,15.923,115.884,204.360,0.976864,0.082262,0.000000
171,Morbihan,243,2761.848,573.222,-3.46144,48.39971,16.000,114.979,204.321,0.942387,0.000000,0.000000
172,Vendée,223,2778.395,584.350,-2.40375,47.86526,16.000,113.888,204.143,0.968610,0.000000,0.000000
173,Labourd,268,2790.425,655.090,-1.63474,44.33715,19.101,133.854,206.295,1.000000,1.000000,0.000000
174,Gascogne,488,2796.621,636.162,-1.23872,45.30330,16.842,126.086,205.738,0.995902,0.803279,0.000000
175,Armagnac,249,2809.281,652.771,-0.42947,44.45636,19.639,135.759,210.610,1.000000,1.000000,0.000000
176,Béarn,198,2803.222,664.242,-0.81676,43.86414,19.985,144.707,214.919,1.000000,1.000000,0.000000
177,Maine,426,2799.296,574.880,-1.06774,48.32042,16.000,113.160,206.122,1.000000,0.000000,0.000000
178,Anjou,351,2800.997,591.205,-0.95899,47.53323,16.000,116.670,207.701,1.000000,0.000000,0.000000
179,Berry,453,2840.258,591.366,1.55060,47.52539,16.225,119.978,211.812,1.000000,0.247241,0.000000
180,Poitou,344,2815.137,603.951,-0.05519,46.91029,16.000,119.657,209.253,1.000000,0.145349,0.000000
181,Valenciennes,234,2876.265,536.786,3.85216,50.11089,13.483,97.299,210.987,1.000000,0.000000,0.000000
182,Vermandois,310,2844.429,541.735,1.81720,49.88194,15.200,101.068,207.410,1.000000,0.000000,0.000000
183,Île-de-France,246,2841.407,556.358,1.62400,49.19911,16.000,107.793,207.163,1.000000,0.000000,0.000000
184,Orléannais,248,2835.690,575.677,1.25856,48.28226,16.000,114.387,207.883,1.000000,0.000000,0.000000
185,Nemours,397,2854.730,567.957,2.47567,48.65065,16.000,113.547,209.975,1.000000,0.002519,0.000000
186,Champagne,491,2865.859,548.340,3.18704,49.57470,14.835,100.921,208.697,1.000000,0.000000,0.000000
187,Barrois,159,2890.572,563.906,4.76670,48.84290,14.881,109.604,215.943,1.000000,0.000000,0.000000
188,Metz,190,2909.037,549.689,5.94696,49.51169,15.632,104.795,214.111,1.000000,0.000000,0.000000
189,Lothringen,288,2904.712,563.115,5.67050,48.88036,15.958,110.625,216.194,1.000000,0.000000,0.000000
190,Bourbon,332,2852.907,603.015,2.35909,46.95627,17.690,125.867,214.548,1.000000,0.900602,0.000000
191,Nevers,253,2859.277,584.344,2.76627,47.86554,17.364,124.656,213.561,1.000000,0.750988,0.000000
192,Bourgogne,247,2885.538,583.482,4.44493,47.90715,16.000,115.798,213.636,1.000000,0.000000,0.000000
193,Franche-Comté,303,2900.858,580.508,5.42417,48.05039,16.000,114.535,213.693,1.000000,0.000000,0.000000
194,Périgord,219,2815.635,631.078,-0.02335,45.56006,18.781,126.393,207.721,1.000000,0.936073,0.000000
195,Limousin,284,2832.725,625.130,1.06909,45.85893,18.377,128.035,213.856,1.000000,1.000000,0.000000
196,Toulouse,282,2831.191,654.496,0.97105,44.36767,19.532,138.894,213.344,1.000000,1.000000,0.000000
197,Roussillon,104,2847.279,674.779,1.99936,43.31494,18.856,141.769,212.750,0.990385,0.836538,0.000000
198,Rouergue,313,2849.272,643.288,2.12673,44.94147,19.863,138.284,217.019,1.000000,1.000000,0.000000
199,Auvergne,474,2851.795,623.129,2.28806,45.95916,18.304,130.734,216.335,1.000000,1.000000,0.000000
200,Languedoc,293,2868.304,651.447,3.34328,44.52433,19.420,136.191,210.679,0.993174,0.976109,0.000000
201,Toulon,189,2886.931,655.661,4.53396,44.30771,18.175,134.894,208.122,1.000000,0.978836,0.000000
202,Avignon,124,2884.895,645.548,4.40381,44.82619,19.823,137.581,212.234,1.000000,1.000000,0.000000
203,Lyonnais,220,2880.295,617.245,4.10979,46.25270,17.391,131.309,215.895,1.000000,1.000000,0.000000
204,Dauphiné,360,2892.608,630.247,4.89684,45.60189,19.558,136.944,216.856,1.000000,1.000000,0.000000
205,Savoie,212,2903.910,617.934,5.61927,46.21843,17.571,131.882,215.542,1.000000,1.000000,0.000000
206,Galicia,288,2674.045,665.580,-9.07382,43.79470,17.125,130.233,209.972,0.996528,0.920139,0.000000
207,Asturias,362,2713.102,661.884,-6.57727,43.98638,16.870,137.033,211.669,0.997238,0.900552,0.000000
208,León,296,2711.392,673.382,-6.68660,43.38805,19.162,144.733,216.980,1.000000,1.000000,0.000000
209,Vizcaya,254,2765.654,665.744,-3.21817,43.78617,19.260,140.102,210.531,0.996063,0.964567,0.000000
210,Navarra,305,2781.705,674.721,-2.19216,43.31796,20.780,147.118,216.957,1.000000,1.000000,0.019672
211,Pirineo,381,2803.848,680.509,-0.77678,43.01416,21.591,148.328,217.144,1.000000,1.000000,0.000000
212,Girona,227,2846.555,684.709,1.95309,42.79275,17.784,142.097,211.648,0.982379,0.894273,0.000000
213,Barcelona,209,2833.732,694.421,1.13344,42.27776,19.933,145.536,210.589,0.985646,0.909091,0.000000
214,Zaragoza,322,2800.130,695.730,-1.01439,42.20803,21.422,153.276,217.106,1.000000,1.000000,0.708075
215,Castilla La Vieja,336,2731.143,697.554,-5.42411,42.11074,20.607,154.958,217.366,1.000000,1.000000,0.735119
216,Salamanca,395,2710.706,708.208,-6.73042,41.53941,20.344,155.625,216.592,1.000000,1.000000,0.807595
217,Madrid,353,2750.020,712.637,-4.21748,41.30035,21.873,159.329,216.589,1.000000,1.000000,1.000000
218,Badajoz,411,2705.881,751.258,-7.03887,39.17906,20.759,161.175,216.513,1.000000,1.000000,1.000000
219,Toledo,563,2745.943,729.586,-4.47806,40.37760,21.670,159.934,216.979,1.000000,1.000000,1.000000
220,València,190,2797.868,725.437,-1.15898,40.60469,23.011,148.105,210.121,0.968421,0.921053,0.436842
221,Murcia,318,2782.557,761.022,-2.13772,38.63226,21.283,147.541,211.789,0.996855,0.927673,0.355346
222,Almería,317,2768.577,773.839,-3.03128,37.90811,22.653,148.571,213.132,0.990536,0.962145,0.511041
223,Granada,352,2752.355,774.250,-4.06821,37.88478,21.378,153.835,215.713,0.997159,0.997159,0.869318
224,Andalucía,437,2716.064,772.396,-6.38795,37.99001,19.453,156.412,210.082,1.000000,0.997712,0.581236
225,Córdoba,404,2731.047,760.713,-5.43023,38.64964,21.933,158.832,217.151,1.000000,1.000000,1.000000
226,Gibraltar,59,2721.492,790.525,-6.04102,36.95458,20.627,146.966,206.373,0.983051,0.830508,0.559322
227,Lisboa,179,2665.240,737.134,-9.63663,39.96254,16.067,130.810,205.302,1.000000,0.949721,0.000000
228,Beira,317,2690.650,719.981,-8.01244,40.90211,19.369,148.562,215.710,1.000000,1.000000,0.063091
229,Beja,381,2679.709,761.808,-8.71180,38.58804,18.787,150.181,209.228,1.000000,1.000000,0.236220
230,Algarve,164,2678.476,774.116,-8.79062,37.89239,17.537,149.427,209.567,1.000000,0.920732,0.378049
231,Porto,236,2675.051,694.335,-9.00953,42.28235,18.148,136.275,212.424,1.000000,1.000000,0.000000
232,Bragança,384,2694.091,696.289,-7.79247,42.17822,19.281,146.224,217.117,1.000000,1.000000,0.000000
233,Cornwall,142,2730.655,521.007,-5.45530,50.83360,15.761,104.676,201.169,0.880282,0.000000,0.000000
234,Wessex,294,2782.146,505.643,-2.16395,51.52670,13.952,98.119,204.701,0.965986,0.000000,0.000000
235,Kent,148,2817.399,504.581,0.08940,51.57422,14.682,84.277,198.541,0.331081,0.000000,0.000000
236,London,142,2804.697,494.676,-0.72248,52.01507,12.697,84.141,204.296,0.042254,0.000000,0.000000
237,Oxfordshire,277,2789.325,492.412,-1.70508,52.11526,12.347,90.960,207.271,0.732852,0.000000,0.000000
238,Essex,185,2815.849,490.686,-0.00967,52.19143,10.351,77.622,200.697,0.000000,0.000000,0.000000
239,Gloucestershire,192,2770.948,492.609,-2.87975,52.10651,13.875,95.068,206.411,0.973958,0.000000,0.000000
240,Shrewsbury,314,2765.019,478.704,-3.25872,52.71692,14.029,93.169,208.707,0.773885,0.000000,0.000000
241,Glamorgan,177,2752.746,495.119,-4.04324,51.99547,15.395,100.011,206.898,0.909605,0.000000,0.000000
242,Gwynedd,250,2746.948,466.376,-4.41384,53.25102,14.072,87.504,202.864,0.432000,0.000000,0.000000
243,Lincoln,225,2802.476,463.858,-0.86449,53.35931,9.067,72.062,199.636,0.000000,0.000000,0.000000
244,Lancashire,205,2763.946,447.156,-3.32729,54.07060,13.395,77.659,205.590,0.000000,0.000000,0.000000
245,Yorkshire,195,2776.836,444.626,-2.50339,54.17731,13.646,77.626,212.969,0.000000,0.000000,0.000000
246,Northumberland,367,2775.989,423.362,-2.55751,55.06325,9.970,69.757,203.409,0.000000,0.000000,0.000000
247,Cumbria,288,2760.681,432.017,-3.53604,54.70497,12.618,73.771,208.649,0.000000,0.000000,0.000000
248,Lothian,303,2753.693,402.221,-3.98269,55.92508,9.043,68.469,195.422,0.000000,0.000000,0.000000
